869,484
868,484
869,484
868,484
868,484
869,484
870,484
869,482
866,481
868,480
868,479
869,478
868,476
866,475
866,474
869,473
866,471
865,469
864,467
862,466
862,464
858,463
859,461
856,459
852,458
853,458
848,457
842,456
841,455
837,454
834,454
830,454
828,452
818,451
815,450
810,449
806,449
805,449
800,448
793,447
790,446
785,445
784,444
780,444
777,443
772,442
767,441
765,440
762,440
759,439
756,438
746,436
744,435
742,435
740,434
738,433
728,431
726,429
722,428
719,428
716,427
711,425
708,424
706,424
703,422
699,421
692,418
689,417
688,416
685,417
684,414
682,414
673,410
671,409
669,407
667,406
665,406
660,403
659,403
657,401
656,400
653,400
648,396
645,394
645,393
640,392
641,390
636,387
635,387
632,386
632,384
630,382
626,379
624,377
624,376
622,375
620,373
619,373
615,369
614,367
613,366
612,365
610,364
607,360
605,359
603,356
602,354
601,354
598,349
597,348
597,347
595,347
595,345
595,344
592,340
591,339
590,337
589,336
589,334
588,334
586,329
585,328
584,326
583,325
583,323
581,319
579,318
579,318
578,316
578,314
578,314
575,307
575,306
574,304
573,303
573,304
572,298
570,297
570,295
569,294
569,293
569,291
568,288
567,287
567,287
566,283
566,284
565,279
563,275
563,274
562,271
562,271
562,271
561,267
560,263
559,265
559,261
559,263
559,261
557,255
557,255
556,254
556,251
556,251
556,250
555,245
554,243
554,243
553,242
553,239
553,236
552,236
551,234
551,236
551,235
551,232
550,230
550,227
550,227
549,226
549,225
549,226
548,222
547,223
547,221
547,219
547,217
547,217
546,216
546,215
546,217
545,214
545,215
544,213
544,214
544,212
544,212
544,212
543,211
543,215
542,209
542,208
542,210
541,210
541,209
542,210
540,208
540,209
540,209
540,208
540,209
539,209
539,208
539,209
539,209
538,209
538,209
538,209
537,209
537,210
537,210
537,212
537,210
536,211
535,211
535,212
535,213
535,215
535,215
535,215
534,216
534,217
534,219
533,218
533,220
533,223
532,223
532,223
532,223
532,227
531,227
531,229
530,232
530,231
530,235
530,234
530,234
529,239
529,240
528,242
528,245
528,245
527,248
527,250
527,252
527,253
526,255
526,256
525,259
525,261
525,263
524,263
524,266
524,266
524,271
523,272
523,274
522,274
522,277
522,278
521,283
520,285
520,287
520,289
520,290
518,298
518,297
518,300
518,303
517,305
517,305
516,307
516,309
516,311
515,313
515,315
515,317
514,320
513,324
512,326
512,327
512,329
511,330
511,334
510,336
509,338
509,339
508,342
507,347
507,349
506,351
506,352
505,355
505,356
503,361
503,363
502,364
502,366
501,367
501,369
500,371
499,374
499,375
498,377
498,379
497,381
496,384
495,386
495,388
494,389
493,391
491,395
491,396
490,398
490,399
489,401
489,402
487,404
487,406
486,408
485,409
485,411
484,411
481,416
481,418
480,420
479,420
478,421
478,422
477,424
476,427
475,427
474,429
473,430
473,431
471,432
471,435
470,435
469,436
468,438
467,439
465,440
464,442
464,443
463,444
462,445
461,446
459,448
459,449
456,451
455,452
454,453
452,456
451,456
450,457
450,458
448,459
447,460
445,461
444,462
443,463
442,463
442,464
440,465
436,467
435,468
434,468
433,469
433,470
431,471
429,472
427,473
427,473
425,474
424,474
420,477
418,477
416,478
415,479
412,480
410,481
408,481
408,482
406,482
402,484
400,484
399,484
397,485
396,485
395,486
391,486
390,487
388,488
386,488
385,489
380,489
381,490
379,490
378,490
376,490
372,492
370,492
369,492
367,492
367,492
363,493
360,493
359,493
358,494
357,494
355,494
352,495
351,495
349,495
348,495
346,495
340,496
340,496
338,496
337,496
335,497
330,496
330,497
328,497
327,497
326,497
324,497
322,497
320,497
317,497
315,497
316,497
312,497
310,498
310,497
308,498
308,498
303,498
303,498
302,498
301,498
300,498
301,498
297,498
295,498
294,498
293,498
291,498
289,498
288,498
287,498
285,498
284,498
284,498
283,498
281,498
282,498
278,498
278,498
277,498
277,498
276,498
274,497
273,497
272,498
274,497
272,497
273,497
272,497
273,497
271,497
271,497
272,497
271,497
271,497
269,497
268,497
269,497
270,497
271,497
273,497
271,497
272,497
271,497
273,497
273,497
275,497
273,497
275,497
275,497
277,498
277,497
278,497
279,498
281,498
282,498
282,498
283,498
284,499
287,498
288,498
289,499
291,499
293,499
296,500
295,500
296,500
299,500
302,500
302,500
304,500
305,502
309,502
311,502
311,502
313,503
314,503
318,504
321,504
322,504
324,505
324,505
328,506
330,507
330,507
334,508
335,508
339,509
342,510
342,509
344,511
347,511
350,512
351,513
353,514
354,514
357,515
362,516
366,517
365,518
369,520
370,520
371,521
374,522
378,523
378,524
380,524
382,526
387,528
389,529
391,530
392,532
395,533
398,535
399,535
401,537
405,538
406,539
410,543
411,544
414,545
414,547
415,547
417,549
421,553
423,554
426,556
426,557
428,559
431,563
433,565
435,566
437,568
438,571
442,576
443,578
444,580
446,580
447,583
448,584
451,589
452,591
454,594
455,595
456,597
459,603
461,605
461,607
462,610
464,612
467,618
469,620
469,623
471,626
471,629
473,632
475,638
476,641
477,644
478,645
479,648
480,652
481,656
483,661
483,664
485,668
486,671
488,680
489,682
490,687
491,689
492,694
494,702
495,704
496,708
496,712
497,717
499,729
500,733
501,734
501,740
502,743
502,746
503,752
505,762
506,767
506,770
507,774
508,781
509,788
510,793
510,798
511,801
512,812
513,818
513,823
513,825
514,828
515,841
516,844
516,846
517,849
517,851
518,852
519,853
519,856
519,856
520,856
520,857
521,858
521,859
521,861
522,859
522,859
523,861
523,862
523,861
524,863
524,862
525,864
525,862
525,863
525,863
526,864
526,862
526,864
527,866
527,866
527,867
527,868
527,866
527,865
527,866
528,867
528,864
528,867
528,865
528,867
529,865
529,868
529,864
528,867
529,866
529,866
529,864
529,866
529,868
529,867
529,865
529,865
529,867
529,865
529,864
529,862
529,864
529,868
529,867
529,868
529,867
529,868
529,868
529,868
529,867
529,865
529,866
529,868
528,868
528,865
529,866
528,866
528,866
528,867
528,865
528,869
528,866
528,867
528,866
528,864
528,864
528,866
527,866
527,866
527,865
527,866
527,866
527,867
527,865
527,865
526,866
526,865
526,862
526,863
526,863
526,863
526,864
526,862
526,862
526,861
526,864
526,860
525,860
526,861
526,861
526,860
526,857
526,856
526,859
525,855
526,854
526,855
525,852
526,850
526,849
526,844
526,840
526,838
526,833
526,829
526,815
527,811
527,809
527,805
527,800
527,789
527,787
528,783
527,778
528,774
528,763
529,757
529,754
529,753
529,751
530,738
530,735
531,730
531,728
531,724
532,717
532,712
533,711
533,704
534,702
534,701
534,696
535,694
535,691
536,687
536,683
537,682
539,671
539,670
540,667
540,665
541,662
541,659
543,654
543,652
544,652
545,646
546,643
548,638
549,634
549,633
550,631
551,629
554,622
555,620
556,618
557,616
557,615
559,612
562,607
563,606
564,603
565,601
566,601
570,595
572,594
572,592
574,590
575,589
576,587
580,585
581,584
582,582
584,580
586,578
591,574
592,572
594,572
595,571
596,570
602,566
605,565
607,563
609,562
610,561
615,559
618,557
621,556
624,555
626,554
629,552
633,551
636,549
638,548
640,548
642,547
650,544
652,544
655,543
658,542
661,541
669,539
676,538
679,537
686,536
695,534
699,532
704,531
712,530
719,528
726,527
737,525
742,524
749,524
755,523
772,521
777,520
782,520
794,518
805,517
812,516
824,515
833,515
835,514
841,514
849,513
852,513
850,512
853,512
855,512
860,510
864,510
861,510
859,509
863,508
865,508
864,507
864,507
865,506
864,505
863,505
865,506
864,504
866,503
867,503
868,502
866,500
869,500
869,499
869,498
872,497
869,496
868,495
869,495
870,494
868,493
867,493
869,492
868,490
870,488
869,487
